time,uptime,CPU1,CPU2,CPU3,CPU4,CPU5,CPU6,RAM,SWAP,EMC,GPU,APE,CVNAS,DLA0_CORE,DLA0_FALCON,DLA1_CORE,DLA1_FALCON,NVDEC,NVDEC1,NVENC,NVENC1,NVJPG,PVA0_AXI,PVA0_VPS0,PVA0_VPS1,PVA1_AXI,PVA1_VPS0,PVA1_VPS1,SE,VIC,Fan tegra_pwmfan0,Temp AO,Temp AUX,Temp CPU,Temp GPU,Temp thermal,Power thermal,Power TOT,jetson_clocks,nvp model
2023-10-12 21:11:52.742239,3:17:45.130000,14,11,12,8,OFF,OFF,0.3976106239711078,9.38444000576896e-06,0,0.0,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,50.98039215686274,54.5,55.0,56.5,55.0,55.25,1614,4935,OFF,MODE_10W_4CORE
2023-10-12 21:11:53.745150,3:17:46.130000,42,38,37,42,OFF,OFF,0.39684727424135485,9.38444000576896e-06,0,0.0,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,50.98039215686274,54.5,54.5,56.0,55.0,55.45,1614,5142,OFF,MODE_10W_4CORE
2023-10-12 21:11:54.743725,3:17:47.130000,34,35,26,27,OFF,OFF,0.3967835588643648,9.38444000576896e-06,0,0.0,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,50.98039215686274,54.5,54.5,56.5,55.0,55.3,1614,4976,OFF,MODE_10W_4CORE
2023-10-12 21:11:55.745452,3:17:48.130000,12,10,7,8,OFF,OFF,0.39667069868109167,9.38444000576896e-06,0,0.0,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,50.98039215686274,54.5,55.0,56.5,55.0,55.1,1614,4769,OFF,MODE_10W_4CORE
2023-10-12 21:11:56.746301,3:17:49.130000,13,11,6,4,OFF,OFF,0.39658846139218595,9.38444000576896e-06,0,0.0,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,50.98039215686274,54.5,54.5,56.5,55.0,55.1,1614,4769,OFF,MODE_10W_4CORE
2023-10-12 21:11:57.749223,3:17:50.130000,18,11,5,6,OFF,OFF,0.3967168799814682,9.38444000576896e-06,0,0.0,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,50.98039215686274,54.5,55.0,56.5,55.0,55.1,1614,4893,OFF,MODE_10W_4CORE
2023-10-12 21:11:58.748625,3:17:51.130000,10,12,6,7,OFF,OFF,0.3967976355174207,9.38444000576896e-06,0,0.0,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,50.98039215686274,54.5,55.0,56.0,55.0,55.45,1614,4810,OFF,MODE_10W_4CORE
2023-10-12 21:11:59.747895,3:17:52.130000,12,8,7,5,OFF,OFF,0.3967153982285149,9.38444000576896e-06,0,0.0,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,50.98039215686274,55.0,54.5,56.5,55.0,55.45,1614,4727,OFF,MODE_10W_4CORE
2023-10-12 21:12:00.755217,3:17:53.140000,29,76,17,15,OFF,OFF,0.3982988982178957,9.38444000576896e-06,0,0.0,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,50.98039215686274,54.5,55.0,56.5,55.0,55.1,1658,5399,OFF,MODE_10W_4CORE
2023-10-12 21:12:01.754796,3:17:54.140000,47,23,72,22,OFF,OFF,0.40007527305002544,9.38444000576896e-06,0,0.0,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,50.98039215686274,54.5,55.0,56.5,55.5,55.3,1658,5565,OFF,MODE_10W_4CORE
2023-10-12 21:12:02.762205,3:17:55.140000,86,15,29,16,OFF,OFF,0.40123054643591494,9.38444000576896e-06,0,0.0,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,50.98039215686274,54.5,55.0,56.5,55.5,55.6,1658,5524,OFF,MODE_10W_4CORE
2023-10-12 21:12:03.759035,3:17:56.140000,100,9,14,9,OFF,OFF,0.4018084300876852,9.38444000576896e-06,0,0.0,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,50.98039215686274,55.0,54.5,56.5,55.0,55.45,1658,5358,OFF,MODE_10W_4CORE
2023-10-12 21:12:04.762827,3:17:57.140000,42,23,19,48,OFF,OFF,0.4283226704744425,9.38444000576896e-06,0,0.0,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,50.98039215686274,54.5,55.0,56.5,55.5,55.6,1739,5524,OFF,MODE_10W_4CORE
2023-10-12 21:12:05.778582,3:17:58.140000,17,12,27,88,OFF,OFF,0.47439283937946164,9.38444000576896e-06,0,0.0,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,50.98039215686274,55.0,55.0,56.5,55.5,55.6,1780,5690,OFF,MODE_10W_4CORE
2023-10-12 21:12:06.769217,3:17:59.140000,38,59,13,27,OFF,OFF,0.5081328480427773,9.38444000576896e-06,0,0.0,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,50.98039215686274,54.5,55.0,57.0,55.0,55.6,1739,5690,OFF,MODE_10W_4CORE
2023-10-12 21:12:07.767285,3:18:00.140000,13,16,16,100,OFF,OFF,0.5302519622113484,9.38444000576896e-06,0,0.0,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,50.98039215686274,54.5,55.0,56.5,55.0,55.6,1739,5648,OFF,MODE_10W_4CORE
2023-10-12 21:12:08.771867,3:18:01.140000,21,19,15,100,OFF,OFF,0.5510666398634021,9.38444000576896e-06,0,0.0,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,50.98039215686274,54.5,55.0,57.0,55.5,55.45,1739,5981,OFF,MODE_10W_4CORE
2023-10-12 21:12:09.771459,3:18:02.140000,13,9,8,96,OFF,OFF,0.6113315081429733,9.38444000576896e-06,0,0.0,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,50.98039215686274,54.5,55.0,56.5,55.5,55.75,1700,5731,OFF,MODE_10W_4CORE
2023-10-12 21:12:10.775637,3:18:03.150000,11,13,16,100,OFF,OFF,0.6079138449562859,9.38444000576896e-06,0,0.0,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,50.98039215686274,55.0,55.0,57.0,55.5,55.6,1656,5358,OFF,MODE_10W_4CORE
2023-10-12 21:12:11.771059,3:18:04.150000,11,19,9,54,OFF,OFF,0.7059755145263651,9.38444000576896e-06,0,99.7,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,50.98039215686274,54.5,55.0,56.5,55.5,55.6,1904,6728,OFF,MODE_10W_4CORE
2023-10-12 21:12:12.866493,3:18:05.150000,34,54,40,64,OFF,OFF,0.7259512730480497,6.27275726701399e-05,0,0.0,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,50.98039215686274,55.0,55.0,57.0,55.5,55.6,1821,6604,OFF,MODE_10W_4CORE
2023-10-12 21:12:13.771573,3:18:06.150000,35,37,36,30,OFF,OFF,0.7414400366684464,0.00011903421270475366,0,99.7,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,50.98039215686274,55.0,55.0,57.0,56.5,55.75,2028,7559,OFF,MODE_10W_4CORE
2023-10-12 21:12:14.771464,3:18:07.150000,11,17,4,24,OFF,OFF,0.749333334650447,0.00015113887588238432,0,55.5,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,50.98039215686274,55.0,55.5,57.0,56.0,56.25,1904,7351,OFF,MODE_10W_4CORE
2023-10-12 21:12:15.775741,3:18:08.150000,30,6,8,11,OFF,OFF,0.7574550695460749,0.00015113887588238432,0,99.7,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,50.98039215686274,55.0,55.5,57.0,56.5,56.25,2028,7642,OFF,MODE_10W_4CORE
2023-10-12 21:12:16.774671,3:18:09.150000,11,5,5,15,OFF,OFF,0.7767042752030126,0.00015113887588238432,0,35.6,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,50.98039215686274,55.0,55.5,57.0,56.5,56.25,2153,7891,OFF,MODE_10W_4CORE
2023-10-12 21:12:17.785284,3:18:10.150000,15,12,16,52,OFF,OFF,0.8091467621969259,0.00015113887588238432,0,68.3,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,50.98039215686274,55.0,55.5,57.0,56.0,56.25,1946,7393,OFF,MODE_10W_4CORE
2023-10-12 21:12:18.784226,3:18:11.150000,22,15,15,100,OFF,OFF,0.8092452987683175,0.00015113887588238432,0,77.0,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,50.98039215686274,55.0,55.5,57.0,56.5,56.25,1904,7393,OFF,MODE_10W_4CORE
2023-10-12 21:12:19.784004,3:18:12.160000,14,6,13,100,OFF,OFF,0.8092243072681464,0.00015113887588238432,0,85.0,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,50.98039215686274,55.5,55.5,57.0,56.5,56.25,1904,7268,OFF,MODE_10W_4CORE
2023-10-12 21:12:20.786800,3:18:13.160000,12,10,60,46,OFF,OFF,0.8097073587309083,0.00015113887588238432,0,0.0,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,50.98039215686274,55.0,55.5,57.5,56.0,56.25,1739,6479,OFF,MODE_10W_4CORE
2023-10-12 21:12:21.786419,3:18:14.160000,11,6,23,89,OFF,OFF,0.809947896626987,0.00015113887588238432,0,0.0,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,50.98039215686274,55.0,55.5,57.5,56.0,56.1,1658,5856,OFF,MODE_10W_4CORE
2023-10-12 21:12:22.789039,3:18:15.160000,38,25,15,77,OFF,OFF,0.8102672143884139,0.00015113887588238432,0,0.0,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,50.98039215686274,55.0,55.5,57.0,56.0,56.1,1658,5898,OFF,MODE_10W_4CORE
2023-10-12 21:12:23.780220,3:18:16.160000,38,29,20,18,OFF,OFF,0.8106835869682791,0.00015113887588238432,0,99.7,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,50.98039215686274,55.5,55.5,57.0,56.5,56.1,1658,6438,OFF,MODE_10W_4CORE
2023-10-12 21:12:24.780879,3:18:17.160000,6,9,5,7,OFF,OFF,0.8106611137151547,0.00015113887588238432,0,99.7,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,50.98039215686274,55.0,55.5,57.0,56.5,56.25,1617,6438,OFF,MODE_10W_4CORE
2023-10-12 21:12:25.782418,3:18:18.160000,6,3,6,6,OFF,OFF,0.8105778885909468,0.00015113887588238432,0,99.7,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,50.98039215686274,55.5,55.5,57.0,56.5,56.25,1617,6355,OFF,MODE_10W_4CORE
2023-10-12 21:12:26.786294,3:18:19.160000,9,11,6,4,OFF,OFF,0.8104660162429759,0.00015113887588238432,0,99.7,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,50.98039215686274,55.5,55.5,57.5,56.5,56.25,1617,6396,OFF,MODE_10W_4CORE
2023-10-12 21:12:27.784311,3:18:20.160000,20,10,7,6,OFF,OFF,0.8104929347549601,0.00015113887588238432,0,99.7,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,50.98039215686274,55.5,56.0,57.0,56.5,56.25,1658,6521,OFF,MODE_10W_4CORE
2023-10-12 21:12:28.781559,3:18:21.160000,11,8,6,5,OFF,OFF,0.8105576379672522,0.00015113887588238432,0,99.6,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,50.98039215686274,55.5,55.5,57.0,56.5,56.25,1617,6479,OFF,MODE_10W_4CORE
2023-10-12 21:12:29.784617,3:18:22.160000,12,9,6,3,OFF,OFF,0.8105097279550969,0.00015113887588238432,0,99.7,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,50.98039215686274,55.5,55.5,57.0,56.5,56.25,1617,6396,OFF,MODE_10W_4CORE
2023-10-12 21:12:30.786777,3:18:23.170000,11,10,9,5,OFF,OFF,0.810547512655405,0.00015113887588238432,0,99.7,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,50.98039215686274,55.5,55.5,57.5,56.5,56.25,1617,6479,OFF,MODE_10W_4CORE
2023-10-12 21:12:31.788735,3:18:24.170000,11,8,6,5,OFF,OFF,0.8105107157903991,0.00015113887588238432,0,99.7,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,50.98039215686274,55.5,56.0,57.5,56.5,56.25,1617,6396,OFF,MODE_10W_4CORE
2023-10-12 21:12:32.786603,3:18:25.170000,18,11,8,6,OFF,OFF,0.8106709920681764,0.00015113887588238432,0,99.7,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,50.98039215686274,55.5,56.0,57.0,56.5,56.45,1617,6521,OFF,MODE_10W_4CORE
2023-10-12 21:12:33.787782,3:18:26.170000,10,4,6,4,OFF,OFF,0.8106085114853141,0.00015113887588238432,0,99.7,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,50.98039215686274,55.5,56.0,57.0,57.0,56.6,1617,6438,OFF,MODE_10W_4CORE
2023-10-12 21:12:34.789729,3:18:27.170000,9,7,5,4,OFF,OFF,0.8105951757087347,0.00015113887588238432,0,99.6,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,50.98039215686274,55.5,56.0,57.0,56.5,56.4,1617,6396,OFF,MODE_10W_4CORE
2023-10-12 21:12:35.789347,3:18:28.170000,5,8,4,5,OFF,OFF,0.8104823155254617,0.00015113887588238432,0,99.7,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,50.98039215686274,55.5,56.0,57.0,57.0,56.4,1617,6396,OFF,MODE_10W_4CORE
2023-10-12 21:12:36.793167,3:18:29.170000,12,10,3,2,OFF,OFF,0.8104240332426336,0.00015113887588238432,0,99.7,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,50.98039215686274,55.5,55.5,57.0,57.0,56.25,1617,6438,OFF,MODE_10W_4CORE
2023-10-12 21:12:37.792465,3:18:30.170000,11,16,6,7,OFF,OFF,0.8105280029081872,0.00015113887588238432,0,99.7,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,50.98039215686274,55.5,56.0,57.0,57.0,56.6,1617,6521,OFF,MODE_10W_4CORE
2023-10-12 21:12:38.812900,3:18:31.170000,14,15,7,7,OFF,OFF,0.8153604932064097,0.00015113887588238432,0,0.0,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,50.98039215686274,55.5,55.5,57.5,56.5,56.6,1658,6438,OFF,MODE_10W_4CORE
2023-10-12 21:12:39.809275,3:18:32.170000,11,17,8,100,OFF,OFF,0.8295603787162982,0.00015113887588238432,0,0.0,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,50.98039215686274,55.5,56.0,58.5,56.5,56.6,1658,5856,OFF,MODE_10W_4CORE
2023-10-12 21:12:40.803939,3:18:33.170000,18,15,94,20,OFF,OFF,0.8296092765637556,0.00015113887588238432,0,3.1,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,50.98039215686274,55.5,56.0,57.5,56.5,56.6,1658,5690,OFF,MODE_10W_4CORE
2023-10-12 21:12:41.800245,3:18:34.180000,13,13,100,7,OFF,OFF,0.8295776658340861,0.00015113887588238432,0,0.0,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,50.98039215686274,55.5,56.0,57.5,56.5,56.45,1658,5565,OFF,MODE_10W_4CORE
2023-10-12 21:12:42.801660,3:18:35.180000,18,9,100,13,OFF,OFF,0.8296154505343942,0.00015113887588238432,0,2.7,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,50.98039215686274,55.5,56.0,57.5,56.5,56.6,1658,5648,OFF,MODE_10W_4CORE
2023-10-12 21:12:43.801182,3:18:36.180000,12,9,100,13,OFF,OFF,0.8295401280926036,0.00015113887588238432,0,0.0,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,50.98039215686274,55.5,56.0,57.5,56.5,56.6,1658,5482,OFF,MODE_10W_4CORE
2023-10-12 21:12:46.293214,3:18:37.180000,22,30,100,13,OFF,OFF,0.8536986282425076,0.0003358641686275207,0,0.0,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,50.98039215686274,55.5,56.0,58.5,56.5,56.9,1821,6604,OFF,MODE_10W_4CORE
2023-10-12 21:12:46.495563,3:18:38.770000,96,100,84,96,OFF,OFF,0.866229319050552,0.005995175410001245,0,47.7,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,50.98039215686274,55.5,56.0,58.5,56.5,56.9,1821,6770,OFF,MODE_10W_4CORE
2023-10-12 21:12:47.402051,3:18:39.770000,38,22,31,100,OFF,OFF,0.866100159584793,0.007556943794119216,0,69.7,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,50.98039215686274,55.5,56.0,58.5,57.0,56.75,1863,7144,OFF,MODE_10W_4CORE
2023-10-12 21:12:48.401703,3:18:40.770000,15,9,15,100,OFF,OFF,0.8661416486674842,0.007556943794119216,0,83.4,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,50.98039215686274,55.5,56.0,57.5,57.0,56.95,1863,7268,OFF,MODE_10W_4CORE
2023-10-12 21:12:49.416029,3:18:41.780000,15,13,32,74,OFF,OFF,0.8693953311940114,0.008024684040722542,0,1.2,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,50.98039215686274,55.5,56.0,58.5,57.0,57.05,1821,6687,OFF,MODE_10W_4CORE
2023-10-12 21:12:50.409265,3:18:42.780000,61,12,53,6,OFF,OFF,0.8705849318566513,0.00955237209008272,0,0.0,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,50.98039215686274,55.5,56.0,58.5,56.5,56.9,1700,5981,OFF,MODE_10W_4CORE
2023-10-12 21:12:51.412351,3:18:43.780000,20,100,15,11,OFF,OFF,0.8715414033879787,0.011953800895769494,0,0.0,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,50.98039215686274,55.5,56.0,58.5,57.0,56.9,1658,5690,OFF,MODE_10W_4CORE
2023-10-12 21:12:52.414307,3:18:44.780000,18,97,11,11,OFF,OFF,0.8730335286119086,0.013880574604322375,0,0.0,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,50.98039215686274,55.5,56.0,58.5,56.5,56.9,1658,5773,OFF,MODE_10W_4CORE
